SecurityId,Price,AsOfDate
FB,908.92,06/02/2022 00:33:07
MSFT,162.48,01/17/2021 03:41:37
GOOGL,446.26,05/01/2022 20:49:36
AAPL,986.70,01/16/2022 11:02:15
AMZN,898.33,11/16/2021 05:47:38
AAPL,776.07,10/23/2022 01:05:41
AAPL,371.22,06/16/2023 08:52:09
GOOGL,581.50,02/03/2023 07:35:17
GOOGL,627.55,06/27/2021 02:55:19
AMZN,716.01,04/30/2023 01:33:56
MSFT,299.81,09/13/2022 22:03:07
FB,7.51,10/11/2020 22:10:26
AMZN,345.77,08/11/2021 11:17:04
AMZN,758.67,11/30/2020 18:09:57
FB,210.13,07/20/2022 08:24:58
AAPL,445.28,02/10/2022 09:32:08
FB,718.11,01/04/2021 02:05:55
FB,580.53,03/15/2022 15:40:24
FB,610.46,08/22/2022 12:45:33
GOOGL,446.51,01/20/2023 18:09:46
GOOGL,388.32,11/09/2020 22:06:24
GOOGL,583.89,08/24/2021 09:05:03
GOOGL,662.35,12/05/2022 20:20:36
FB,602.93,08/14/2023 02:38:44
AAPL,100.81,02/06/2023 14:55:29
AMZN,990.56,07/09/2022 18:09:38
GOOGL,67.06,03/04/2023 07:54:40
AAPL,753.63,12/07/2020 17:56:03
AAPL,864.68,07/05/2023 12:29:03
GOOGL,676.36,06/12/2021 15:25:33
FB,328.79,12/15/2021 11:39:26
AMZN,73.27,12/15/2020 08:51:29
AAPL,801.72,10/25/2021 02:24:04
AAPL,218.20,02/22/2021 01:53:34
FB,858.83,04/07/2021 11:07:25
FB,27.01,11/22/2022 13:11:08
FB,130.93,11/17/2021 10:43:12
AAPL,719.54,05/27/2023 11:35:55
AMZN,890.60,06/12/2022 07:48:07
MSFT,140.27,05/30/2022 17:02:06
FB,249.97,01/04/2021 19:31:47
GOOGL,327.85,08/02/2021 19:37:02
GOOGL,44.76,07/26/2021 20:19:14
AAPL,317.34,11/29/2022 01:30:45
AAPL,104.85,08/25/2022 05:18:25
AAPL,353.26,04/07/2021 03:39:08
FB,801.34,12/13/2021 13:18:55
GOOGL,140.47,12/18/2021 13:55:22
GOOGL,892.99,06/21/2022 23:34:46
MSFT,500.90,11/15/2022 07:18:43
FB,3.28,05/18/2021 07:18:58
AAPL,94.01,08/07/2023 21:07:49
AAPL,723.44,12/12/2022 07:18:40
GOOGL,741.43,04/12/2023 15:10:13
AMZN,913.56,12/07/2021 00:37:56
AAPL,208.71,07/18/2023 10:23:02
FB,900.88,07/03/2021 05:22:15
AMZN,716.57,10/30/2022 21:24:46
GOOGL,374.90,07/15/2023 23:59:46
AMZN,795.27,05/19/2021 20:29:32
GOOGL,589.23,01/08/2021 05:56:25
GOOGL,713.56,02/05/2023 21:47:04
GOOGL,734.66,09/10/2023 19:45:49
AMZN,440.84,12/29/2020 16:13:53
AMZN,231.94,08/15/2022 02:54:06
MSFT,214.00,10/11/2022 06:55:55
AAPL,338.40,03/20/2021 06:31:39
AMZN,483.96,01/28/2021 15:24:51
AMZN,494.27,10/04/2022 17:56:26
MSFT,72.07,11/29/2020 06:13:55
AAPL,120.83,08/25/2021 08:19:28
FB,733.89,05/24/2023 15:07:47
AMZN,812.93,03/20/2022 23:47:57
GOOGL,774.45,01/27/2023 04:37:48
GOOGL,290.83,12/30/2020 01:11:16
FB,840.47,10/13/2022 04:19:39
MSFT,271.12,02/28/2022 21:15:30
AAPL,804.77,05/13/2023 08:03:31
MSFT,327.25,11/25/2020 11:14:13
AMZN,930.71,09/30/2022 01:04:53
GOOGL,219.17,03/07/2023 13:41:01
FB,820.27,05/07/2021 19:41:54
AAPL,256.51,08/09/2023 05:25:42
FB,243.08,01/15/2022 13:05:52
FB,255.89,10/29/2022 03:39:32
AMZN,397.11,09/18/2021 03:47:00
AMZN,340.89,05/13/2022 16:33:27
AAPL,411.58,03/27/2021 10:48:58
GOOGL,470.44,11/01/2022 02:36:43
MSFT,624.40,06/14/2021 02:38:40
AMZN,898.05,05/14/2021 09:13:17
GOOGL,699.89,11/18/2021 16:29:14
FB,736.92,12/09/2021 11:05:15
FB,759.04,08/22/2023 15:43:59
MSFT,400.95,05/17/2023 03:06:12
AMZN,348.89,05/03/2022 02:33:21
GOOGL,598.43,12/23/2021 02:16:34
GOOGL,31.46,12/05/2021 00:34:13
FB,107.47,03/05/2023 12:48:01
AAPL,25.94,11/24/2021 00:24:34
FB,619.10,10/26/2022 09:54:57
FB,469.58,11/17/2022 00:25:23
GOOGL,332.43,03/19/2023 05:50:10
AAPL,123.38,05/03/2022 07:55:05
AAPL,220.49,11/30/2020 03:44:19
MSFT,7.29,04/05/2023 03:50:54
AAPL,748.62,04/24/2021 06:21:39
FB,932.32,07/27/2023 15:51:15
MSFT,293.33,06/08/2023 04:53:25
AAPL,455.43,04/27/2021 12:55:52
GOOGL,497.50,06/22/2022 06:28:59
MSFT,210.57,11/16/2021 12:28:38
MSFT,276.83,04/24/2021 15:27:40
FB,645.18,04/22/2023 08:49:54
MSFT,232.69,09/27/2021 18:29:53
MSFT,872.79,03/19/2023 13:18:54
AMZN,234.94,09/22/2021 21:27:43
GOOGL,638.66,08/30/2023 07:24:16
FB,320.09,08/06/2021 16:25:32
GOOGL,676.50,07/12/2021 07:44:20
FB,435.74,01/04/2022 13:45:49
GOOGL,573.35,02/04/2021 03:09:34
AAPL,78.35,04/06/2023 20:24:46
GOOGL,843.85,01/10/2022 06:14:35
AAPL,68.59,03/26/2021 22:22:16
FB,18.38,02/17/2021 21:40:47
GOOGL,198.77,10/15/2020 21:08:46
GOOGL,613.15,06/19/2023 18:11:12
GOOGL,635.88,01/06/2023 05:05:18
AMZN,227.86,03/07/2022 23:02:20
AAPL,978.89,01/16/2023 08:07:45
AMZN,898.62,12/22/2021 17:26:15
AAPL,413.34,04/10/2023 00:33:09
AAPL,202.20,10/26/2020 18:29:25
FB,294.19,06/14/2022 18:17:26
MSFT,323.97,10/02/2021 12:26:50
AAPL,746.31,06/15/2023 12:13:32
GOOGL,756.28,11/18/2020 13:06:35
FB,654.75,09/18/2020 19:25:45
GOOGL,31.15,02/09/2021 13:28:06
AMZN,486.00,04/05/2021 01:51:41
GOOGL,266.72,06/17/2021 05:02:54
AMZN,457.78,05/03/2022 22:42:43
GOOGL,380.94,09/17/2022 02:45:58
FB,320.95,04/05/2022 01:32:44
FB,832.49,07/29/2021 11:25:53
AMZN,823.76,01/03/2023 20:23:14
FB,584.39,04/17/2023 23:05:55
MSFT,557.62,11/27/2020 07:22:12
MSFT,701.15,01/17/2022 13:07:32
AMZN,141.78,03/31/2021 09:39:01
MSFT,694.04,11/28/2022 11:27:31
GOOGL,321.95,11/23/2021 22:31:21
GOOGL,647.65,10/22/2022 15:59:25
AMZN,839.83,04/01/2022 20:08:34
AMZN,42.99,08/12/2023 05:52:30
FB,776.01,11/19/2022 12:58:47
FB,839.69,12/15/2020 21:05:46
MSFT,912.80,03/30/2023 12:38:38
FB,529.15,10/31/2020 20:52:32
GOOGL,543.10,03/25/2022 15:41:53
MSFT,51.16,08/29/2022 15:27:21
AMZN,169.91,10/30/2021 10:20:13
AMZN,788.91,02/08/2022 01:19:43
AAPL,544.38,08/20/2023 19:04:54
GOOGL,889.26,08/15/2021 12:59:46
GOOGL,89.70,10/13/2022 19:31:54
AAPL,877.47,01/27/2023 20:00:37
MSFT,990.05,09/19/2020 15:14:48
MSFT,609.05,05/16/2021 07:44:48
GOOGL,292.58,08/12/2023 01:01:35
AMZN,185.80,11/02/2020 17:15:27
AMZN,70.64,12/27/2021 22:33:13
FB,698.24,09/16/2020 16:14:51
MSFT,132.36,05/31/2023 23:52:53
FB,40.12,04/17/2021 18:30:08
AMZN,686.91,10/21/2022 12:09:33
AAPL,317.66,10/11/2022 15:05:01
AAPL,242.09,09/24/2022 22:03:25
MSFT,934.96,06/28/2022 05:31:28
FB,382.46,12/21/2022 05:03:12
AAPL,289.18,08/28/2021 18:32:21
AAPL,284.79,07/12/2023 22:37:12
FB,239.12,04/01/2023 23:11:43
FB,311.58,06/09/2023 02:00:56
MSFT,320.83,01/09/2023 07:19:40
FB,486.86,06/13/2021 23:17:02
MSFT,195.47,09/08/2023 21:58:14
GOOGL,954.89,05/07/2023 00:55:28
AAPL,939.10,08/22/2022 22:48:13
MSFT,269.61,11/05/2022 14:19:18
AMZN,800.66,07/26/2023 02:56:13
MSFT,159.83,07/10/2021 14:19:45
MSFT,697.12,09/21/2022 05:43:02
MSFT,429.88,02/08/2021 04:21:55
MSFT,374.20,08/29/2023 02:08:20
MSFT,221.61,09/24/2022 07:42:07
FB,768.78,11/06/2021 02:42:30
MSFT,542.52,12/29/2021 22:56:49
FB,945.72,11/03/2020 03:56:55
GOOGL,377.46,08/09/2022 16:23:04
AMZN,658.57,04/29/2021 19:11:21
FB,209.15,12/26/2022 21:14:08
AMZN,114.61,09/26/2021 14:37:27
FB,941.42,07/18/2021 04:42:53
AMZN,777.18,10/18/2021 06:03:34
AAPL,945.49,09/11/2023 13:17:26
AMZN,568.60,07/27/2021 06:59:30
GOOGL,803.45,10/11/2021 01:12:25
MSFT,8.31,07/27/2022 18:42:46
AMZN,926.75,08/22/2023 19:29:32
GOOGL,93.06,05/04/2022 05:36:47
GOOGL,148.97,10/09/2021 11:06:00
MSFT,169.99,06/14/2021 17:53:18
FB,374.19,08/14/2023 08:44:34
MSFT,644.36,06/24/2022 09:42:26
GOOGL,710.25,11/12/2020 14:08:36
FB,312.57,09/03/2021 02:10:21
MSFT,97.52,10/28/2022 15:35:55
MSFT,550.67,11/27/2022 21:15:59
GOOGL,585.13,12/20/2022 23:58:39
AMZN,713.29,01/24/2022 00:59:12
AMZN,18.97,11/22/2020 13:16:54
MSFT,603.16,07/17/2023 08:47:46
MSFT,48.96,08/07/2022 00:56:47
GOOGL,14.87,08/15/2022 08:32:44
AMZN,900.61,10/12/2021 05:57:44
AAPL,950.37,05/09/2023 04:45:51
AMZN,30.25,10/13/2022 09:53:41
GOOGL,389.20,02/01/2022 02:06:49
AMZN,284.99,03/18/2023 07:35:41
MSFT,711.73,04/22/2021 20:35:43
AAPL,347.81,09/05/2023 04:40:31
FB,841.18,11/28/2022 14:07:42
FB,430.53,06/23/2023 06:54:38
MSFT,406.98,04/26/2023 04:17:22
AMZN,174.47,03/21/2021 15:52:31
AAPL,617.99,10/31/2021 23:51:19
AAPL,156.58,10/10/2020 19:01:10
AAPL,565.97,08/17/2023 21:28:08
MSFT,660.84,07/26/2023 02:04:43
GOOGL,794.68,01/14/2022 21:07:07
AMZN,829.21,11/28/2022 21:38:03
MSFT,488.61,02/25/2022 04:11:39
MSFT,392.03,09/04/2021 03:27:19
GOOGL,405.66,10/07/2020 16:51:31
FB,354.07,04/04/2022 17:31:52
GOOGL,114.97,09/04/2023 16:28:52
GOOGL,454.47,03/11/2023 16:23:17
MSFT,432.98,10/28/2022 09:10:26
AMZN,757.30,06/04/2023 23:07:48
MSFT,435.48,09/13/2020 17:33:58
AMZN,252.21,12/24/2022 17:36:39
AAPL,827.18,05/21/2023 13:54:35
AAPL,787.35,06/30/2021 05:22:51
GOOGL,870.59,07/29/2023 06:40:04
AAPL,776.88,12/26/2021 20:03:59
AMZN,418.77,11/01/2022 14:13:55
AMZN,954.78,01/24/2023 20:30:13
AAPL,589.35,04/06/2023 04:53:26
MSFT,361.94,11/17/2020 20:24:29
AAPL,171.86,12/03/2021 07:07:27
GOOGL,233.98,04/02/2023 09:49:16
FB,11.21,04/07/2022 16:11:09
MSFT,104.65,11/01/2020 10:39:20
FB,763.60,07/11/2021 23:13:00
FB,545.27,04/08/2021 10:24:32
AAPL,552.62,08/07/2023 05:23:48
GOOGL,733.59,10/24/2022 00:29:55
GOOGL,245.72,02/21/2023 09:29:33
MSFT,384.17,03/10/2021 17:38:23
FB,780.49,06/19/2023 12:19:12
MSFT,22.08,07/06/2021 15:29:41
MSFT,620.84,07/27/2022 07:00:42
GOOGL,364.57,07/07/2022 11:13:25
AMZN,390.70,08/22/2023 02:11:05
AMZN,348.26,09/28/2022 22:27:17
MSFT,268.23,01/11/2023 12:46:14
FB,237.19,03/19/2021 21:35:06
AMZN,332.87,03/04/2021 13:50:17
FB,124.18,12/07/2022 07:34:41
AMZN,747.65,11/27/2022 02:57:17
AAPL,483.70,02/01/2023 05:24:23
FB,756.64,02/18/2021 13:59:19
MSFT,357.21,02/26/2023 16:09:22
AAPL,521.36,09/01/2022 08:59:22
GOOGL,827.43,03/13/2022 04:30:51
GOOGL,124.50,06/17/2022 13:55:36
MSFT,752.56,05/08/2022 12:08:44
AAPL,309.53,09/06/2023 04:57:25
AMZN,708.38,08/29/2022 07:46:35
FB,882.73,03/24/2021 15:52:40
AAPL,279.51,01/25/2021 16:30:01
MSFT,244.40,09/25/2020 04:38:49
GOOGL,420.07,07/25/2022 13:47:45
GOOGL,933.76,04/03/2022 05:51:59
FB,92.11,11/30/2022 00:37:37
FB,230.72,05/08/2022 00:47:35
MSFT,229.21,06/19/2021 07:18:16
AAPL,894.49,10/29/2020 10:07:03
AMZN,92.54,02/03/2022 09:17:47
AAPL,796.64,03/04/2021 22:53:01
GOOGL,113.95,09/25/2021 22:15:26
GOOGL,105.50,04/05/2022 11:31:26
AMZN,392.48,05/05/2022 04:10:49
MSFT,726.56,11/24/2021 12:15:27
AAPL,98.66,04/02/2023 23:33:24
GOOGL,198.58,12/19/2022 22:03:48
GOOGL,634.49,06/20/2022 07:16:44
GOOGL,62.24,06/21/2022 14:06:52
GOOGL,209.00,11/26/2022 19:15:46
AAPL,773.03,09/06/2022 16:47:43
FB,767.01,10/26/2020 16:43:50
FB,258.42,10/14/2021 08:40:12
MSFT,6.30,08/05/2023 19:12:27
AMZN,897.84,10/18/2022 05:38:27
AAPL,98.11,06/28/2023 00:27:48
GOOGL,946.57,11/09/2020 13:50:59
AMZN,413.73,01/26/2023 21:24:31
AMZN,712.79,10/01/2021 01:33:21
AAPL,720.98,04/23/2023 01:54:34
GOOGL,159.20,04/23/2022 17:20:46
AAPL,529.40,12/14/2021 17:51:35
GOOGL,564.94,03/31/2022 06:11:45
AMZN,187.76,06/04/2023 10:06:17
AAPL,763.58,03/27/2021 14:31:23
MSFT,314.93,07/28/2023 12:18:04
AMZN,719.71,05/16/2022 04:47:26
AAPL,330.97,07/13/2021 06:04:02
AAPL,529.44,06/15/2021 05:49:12
FB,291.79,06/09/2023 20:54:24
MSFT,982.92,02/01/2021 06:51:00
MSFT,865.55,01/18/2023 18:19:14
AMZN,115.12,12/13/2020 22:45:02
AAPL,350.58,04/02/2023 12:27:05
MSFT,821.25,02/20/2023 01:36:50
GOOGL,884.95,03/09/2022 02:17:36
FB,701.09,06/12/2023 22:22:04
FB,547.56,09/07/2022 01:29:28
AAPL,635.35,12/23/2020 20:51:00
GOOGL,730.05,11/30/2022 01:48:34
AAPL,32.07,11/02/2021 23:11:35
MSFT,827.84,03/13/2023 03:46:36
AAPL,614.82,12/24/2021 09:38:06
MSFT,820.76,10/13/2022 05:54:01
MSFT,420.54,04/29/2021 00:48:34
AAPL,501.04,06/24/2023 12:57:30
GOOGL,505.89,07/23/2021 18:30:48
GOOGL,75.69,03/06/2021 01:53:24
AMZN,234.33,05/09/2023 15:59:54
GOOGL,180.34,01/06/2021 08:04:13
MSFT,882.71,09/09/2021 03:59:36
FB,367.87,06/16/2023 23:34:02
FB,887.82,09/27/2022 22:05:33
AMZN,947.58,08/28/2023 23:53:47
GOOGL,74.85,11/24/2021 01:57:47
MSFT,213.90,08/23/2022 17:11:22
GOOGL,307.70,10/03/2022 13:11:13
AAPL,327.89,09/09/2021 23:39:40
MSFT,690.28,03/17/2022 05:33:15
AAPL,292.70,09/10/2023 10:39:52
MSFT,181.61,09/12/2021 02:32:56
GOOGL,330.09,10/09/2022 05:13:55
AMZN,586.24,11/06/2022 03:21:13
AAPL,917.96,06/08/2022 09:25:03
AMZN,727.03,02/01/2023 13:28:27
GOOGL,338.02,04/15/2021 08:18:09
AAPL,448.43,03/23/2022 23:42:45
FB,15.39,12/19/2021 08:25:05
MSFT,36.28,07/31/2021 21:29:18
GOOGL,10.17,02/08/2021 13:46:26
AAPL,250.02,11/29/2022 21:17:22
AMZN,278.84,05/17/2023 06:10:53
MSFT,702.24,08/29/2021 06:24:19
MSFT,888.30,07/05/2023 14:10:37
MSFT,686.43,10/24/2022 16:30:35
FB,135.02,11/30/2020 08:41:37
GOOGL,970.41,02/11/2023 14:52:27
AMZN,832.72,01/19/2023 09:14:25
GOOGL,310.04,12/11/2021 05:02:13
AMZN,477.01,09/24/2020 21:19:44
AMZN,501.77,06/13/2021 06:41:38
GOOGL,295.47,04/28/2022 15:34:37
GOOGL,273.92,05/06/2023 23:17:29
MSFT,371.57,12/26/2021 18:25:33
AMZN,544.39,07/12/2021 10:02:08
GOOGL,708.25,10/31/2020 10:19:22
GOOGL,260.10,04/11/2022 10:26:53
AMZN,599.59,07/07/2021 20:49:51
AMZN,864.34,05/23/2021 23:57:15
FB,622.74,11/15/2020 14:02:31
AAPL,181.26,12/02/2020 15:23:18
MSFT,390.21,07/27/2022 17:26:25
GOOGL,48.71,07/28/2021 13:33:47
AAPL,413.34,05/17/2021 05:21:32
MSFT,712.95,02/04/2022 01:42:17
GOOGL,681.52,08/29/2021 17:36:33
AMZN,68.46,04/21/2022 12:56:18
GOOGL,866.04,09/11/2021 01:06:39
MSFT,600.40,11/07/2022 20:15:48
GOOGL,960.58,02/28/2022 00:54:33
GOOGL,536.63,09/10/2023 08:45:14
FB,712.97,10/06/2020 16:44:52
GOOGL,924.65,02/16/2023 05:09:31
FB,107.68,11/14/2022 04:30:56
FB,560.48,05/26/2022 17:28:46
GOOGL,604.86,12/01/2020 04:30:40
GOOGL,577.44,12/19/2021 03:34:32
MSFT,230.57,10/07/2021 23:45:34
MSFT,558.68,03/31/2023 02:06:46
MSFT,362.63,02/19/2023 10:54:06
GOOGL,21.93,01/25/2023 21:51:50
MSFT,589.28,06/11/2022 21:44:59
MSFT,656.67,08/16/2023 21:57:02
AMZN,63.82,06/19/2023 20:21:05
GOOGL,830.79,07/03/2022 11:48:21
GOOGL,698.06,01/28/2021 09:48:38
FB,621.33,11/25/2022 14:12:30
FB,201.81,09/27/2022 16:43:22
FB,76.83,12/26/2020 16:19:32
AMZN,429.17,11/20/2022 16:00:42
MSFT,384.01,12/15/2022 09:38:48
AAPL,845.15,11/23/2021 06:25:56
MSFT,238.01,04/24/2022 23:01:34
AMZN,583.23,10/11/2022 17:52:33
AAPL,160.09,09/21/2022 17:54:20
AMZN,255.03,06/29/2023 00:25:28
GOOGL,161.79,10/14/2021 17:44:46
MSFT,464.92,04/16/2022 23:32:56
AAPL,254.33,01/18/2021 14:53:46
AAPL,50.97,06/05/2023 01:25:48
GOOGL,17.83,02/10/2021 19:58:12
FB,343.81,11/30/2022 02:23:45
MSFT,382.32,03/05/2023 03:57:53
FB,36.72,05/15/2022 08:00:25
FB,46.87,04/20/2021 16:09:51
FB,649.77,10/18/2021 07:06:05
FB,891.22,09/10/2021 01:26:27
AAPL,981.48,04/16/2021 04:41:38
MSFT,392.83,07/01/2023 17:52:46
GOOGL,162.77,07/27/2023 21:20:16
AAPL,560.42,04/10/2022 10:57:54
FB,309.09,11/13/2021 19:50:02
GOOGL,307.45,04/24/2022 04:25:39
AAPL,298.47,04/14/2023 09:27:03
MSFT,357.10,02/17/2023 04:46:49
GOOGL,198.23,09/13/2021 05:02:35
MSFT,47.16,07/17/2022 17:31:53
FB,436.31,05/23/2022 08:55:19
MSFT,745.77,05/30/2021 21:02:48
AAPL,91.92,02/16/2022 11:07:05
FB,662.48,01/07/2023 21:08:53
AAPL,272.98,01/15/2021 13:03:39
AMZN,244.73,12/27/2021 13:03:54
MSFT,756.31,09/05/2021 02:34:35
MSFT,675.38,08/04/2023 02:18:13
GOOGL,413.05,02/19/2023 22:00:27
AMZN,826.32,11/16/2022 18:31:14
GOOGL,363.41,06/18/2021 08:28:33
AAPL,179.95,03/06/2021 17:11:23
FB,841.30,03/23/2022 11:23:50
MSFT,323.96,11/12/2022 09:39:44
AMZN,448.81,02/14/2023 01:20:48
AAPL,253.78,08/31/2021 16:46:18
AMZN,33.54,01/09/2023 05:17:15
FB,832.76,05/03/2023 13:30:47
AAPL,658.83,06/11/2022 20:14:02
AMZN,215.93,08/19/2021 06:04:44
MSFT,414.03,02/11/2021 21:57:23
AAPL,101.20,10/17/2020 20:32:24
MSFT,115.49,03/14/2023 18:57:51
AMZN,913.46,05/06/2022 18:07:01
AAPL,260.32,05/22/2022 00:46:09
AAPL,703.95,03/22/2022 09:27:29
FB,403.95,08/25/2022 08:25:02
AAPL,352.58,04/21/2022 11:49:26
GOOGL,907.91,05/03/2023 00:05:39
GOOGL,813.59,06/18/2021 15:44:19
FB,758.25,11/05/2021 16:54:08
MSFT,191.87,10/24/2022 16:02:50
AMZN,218.30,11/11/2022 08:07:41
FB,547.50,01/24/2023 22:53:11
AMZN,551.26,10/22/2021 15:00:48
MSFT,926.56,08/19/2023 12:19:14
AMZN,513.74,12/20/2020 14:19:12
GOOGL,204.75,10/17/2021 11:29:21
AMZN,408.90,11/12/2020 10:38:11
GOOGL,379.75,09/14/2021 03:48:08
AMZN,242.83,10/26/2022 05:46:33
MSFT,982.37,06/26/2021 09:33:24
MSFT,646.46,11/06/2022 16:00:56
AMZN,409.95,07/01/2022 13:11:11
FB,382.69,06/03/2022 07:07:37
AMZN,986.16,06/13/2021 05:57:45
FB,892.41,11/29/2021 14:15:20
FB,70.61,04/04/2021 15:21:52
AAPL,290.19,06/20/2021 22:58:15
GOOGL,486.30,09/01/2022 12:36:52
MSFT,744.34,05/18/2022 18:38:42
AAPL,819.16,10/11/2020 12:47:00
AMZN,700.61,06/14/2021 20:17:53
GOOGL,450.24,12/10/2020 08:07:16
GOOGL,366.62,10/14/2021 08:20:48
AAPL,867.84,04/12/2021 17:43:13
AAPL,208.33,10/30/2020 05:35:30
AAPL,208.60,02/16/2023 22:00:23
AAPL,20.55,12/29/2022 12:23:10
AAPL,777.52,08/04/2023 07:56:50
AAPL,897.28,06/17/2022 13:35:34
AMZN,766.91,06/11/2021 06:32:17
MSFT,689.02,12/09/2020 22:21:50
AAPL,710.17,05/17/2022 16:05:18
FB,268.04,02/01/2021 14:55:34
AAPL,72.17,07/05/2022 11:30:36
AMZN,129.89,09/28/2022 09:08:39
GOOGL,949.15,09/13/2022 07:58:52
GOOGL,531.84,01/15/2023 03:56:16
GOOGL,559.47,08/19/2022 17:54:14
AAPL,786.50,01/05/2022 22:51:24
AMZN,955.16,10/31/2020 13:16:37
FB,907.64,10/02/2021 17:00:48
GOOGL,462.55,05/07/2023 04:06:04
FB,866.10,05/17/2023 08:50:13
AAPL,731.01,04/12/2022 20:02:04
MSFT,191.87,04/19/2023 00:39:05
FB,188.98,10/25/2021 13:36:49
MSFT,696.83,02/23/2023 16:18:13
AMZN,529.86,08/07/2021 10:23:58
AAPL,753.74,12/24/2020 20:47:02
AMZN,108.73,01/04/2021 09:40:07
GOOGL,986.81,08/30/2021 04:04:10
AAPL,941.14,08/15/2023 21:33:06
GOOGL,203.57,05/31/2023 04:52:18
GOOGL,293.79,07/03/2023 20:02:00
GOOGL,283.91,08/07/2022 12:03:07
FB,262.58,10/20/2020 10:08:53
AMZN,349.28,02/05/2021 12:40:39
MSFT,876.73,05/28/2021 14:17:36
FB,778.36,06/01/2023 02:04:53
AMZN,552.03,07/23/2021 12:15:39
MSFT,678.53,07/31/2023 22:09:19
FB,582.10,05/03/2021 04:54:51
FB,292.25,04/04/2022 14:38:30
GOOGL,406.14,12/27/2021 18:22:34
MSFT,512.47,07/12/2021 02:17:03
AAPL,228.92,04/18/2021 00:59:27
AMZN,904.24,03/14/2022 15:47:31
GOOGL,85.42,08/28/2023 13:37:09
AMZN,555.07,07/06/2023 00:47:20
GOOGL,675.19,05/04/2021 22:39:33
FB,12.25,12/12/2020 05:37:56
AAPL,635.66,02/06/2021 07:32:38
FB,988.96,03/20/2021 18:28:08
AAPL,474.60,07/30/2023 00:57:45
MSFT,425.83,10/01/2020 07:35:21
FB,978.44,01/31/2022 17:16:29
FB,947.92,06/25/2023 21:39:44
GOOGL,504.09,12/24/2020 05:38:50
FB,433.41,07/20/2023 08:19:57
GOOGL,342.61,11/10/2022 01:32:01
MSFT,850.27,06/28/2023 14:52:37
FB,218.69,09/12/2023 04:36:40
FB,286.68,02/08/2022 05:16:46
GOOGL,276.10,10/23/2020 00:55:08
AAPL,837.83,04/06/2023 21:19:06
MSFT,293.39,12/27/2022 06:35:58
AAPL,399.30,01/05/2023 09:43:59
GOOGL,329.63,09/16/2020 01:21:51
GOOGL,471.94,05/07/2021 15:44:31
AAPL,814.34,12/28/2021 04:56:50
GOOGL,803.11,04/14/2021 17:45:54
AAPL,156.55,06/03/2023 05:19:28
AAPL,373.04,12/04/2020 01:09:18
AMZN,471.08,12/17/2020 02:38:46
AMZN,998.41,04/03/2023 08:45:13
AAPL,183.60,06/11/2022 04:06:18
AMZN,28.23,03/06/2022 20:18:50
GOOGL,314.47,05/15/2021 00:41:19
GOOGL,581.15,06/24/2021 19:46:25
AMZN,575.37,09/13/2020 10:15:37
MSFT,688.66,01/21/2022 10:48:49
AMZN,749.62,06/30/2022 20:51:15
AAPL,198.53,02/13/2021 11:00:53
AAPL,50.99,11/02/2022 06:02:14
FB,519.79,03/30/2022 16:34:43
FB,445.16,06/16/2022 19:37:50
AAPL,675.27,11/18/2022 07:22:16
MSFT,15.06,11/30/2021 02:58:36
GOOGL,458.96,08/24/2023 07:55:48
FB,716.50,02/17/2021 06:14:47
AMZN,123.65,02/05/2023 23:32:06
AMZN,183.44,02/02/2023 10:29:04
GOOGL,215.29,01/23/2023 14:53:33
AAPL,840.50,01/31/2022 11:07:00
AMZN,47.76,07/17/2023 09:37:03
MSFT,623.72,05/04/2022 01:12:06
GOOGL,890.23,07/29/2023 01:10:07
MSFT,35.82,06/29/2023 02:41:10
FB,774.52,08/08/2022 12:40:32
AAPL,721.05,04/19/2022 12:49:59
MSFT,27.85,02/09/2022 00:34:09
GOOGL,512.52,08/08/2021 04:30:43
MSFT,961.39,06/20/2022 23:17:44
AMZN,709.22,08/13/2022 04:07:36
MSFT,681.09,01/18/2023 17:55:22
FB,405.90,07/22/2022 12:54:36
FB,644.83,05/10/2022 03:09:45
AAPL,68.14,08/22/2021 12:27:13
AMZN,619.94,04/11/2022 20:48:48
GOOGL,548.39,09/19/2022 00:48:41
FB,334.35,08/20/2023 21:50:56
GOOGL,397.14,01/31/2022 05:46:38
AMZN,558.60,09/24/2020 09:24:23
GOOGL,78.95,04/24/2023 20:31:20
GOOGL,135.88,10/17/2021 15:54:40
AAPL,853.59,02/22/2023 07:19:06
MSFT,525.39,09/26/2021 20:02:05
AAPL,345.74,10/27/2020 14:08:10
GOOGL,350.74,02/21/2023 16:20:24
MSFT,345.53,08/15/2022 13:50:41
FB,874.73,07/15/2021 05:32:48
GOOGL,745.03,01/21/2023 03:28:35
GOOGL,707.99,03/03/2021 09:52:32
AAPL,888.71,05/18/2023 16:42:36
GOOGL,61.69,09/21/2021 05:05:00
AAPL,430.43,01/05/2023 12:36:42
GOOGL,812.98,07/13/2021 20:46:50
GOOGL,563.27,04/19/2022 10:04:01
MSFT,210.77,08/10/2023 11:16:52
MSFT,754.50,05/05/2022 19:01:43
AAPL,211.85,05/31/2022 18:24:20
AAPL,1.79,11/26/2021 20:13:55
MSFT,362.56,10/18/2020 06:14:11
MSFT,689.32,07/23/2021 05:07:02
MSFT,852.92,10/13/2022 14:20:29
FB,614.15,03/04/2021 02:20:13
GOOGL,563.07,01/20/2023 09:45:42
AMZN,813.72,06/12/2023 20:48:03
MSFT,53.71,10/07/2020 19:19:14
