SecurityId,Quantity,MKV,ToBeDropped,FundId,AsOfDate
AAPL,993.86,437.93,a2a4c48a-451e-a177-c431-bb722f600b7a,F004,06/28/2023 17:10:21
AAPL,576.67,114.33,e3c3439e-a1d5-58e3-d350-ef1507cc7940,F003,01/11/2023 00:01:58
FB,142.14,487.61,bbba2755-e1d9-c5dc-0afa-d070716f349a,F004,07/07/2022 04:34:01
AAPL,979.40,362.10,ac91636d-9a5c-69aa-f8d0-b4178106f9f9,F005,04/20/2022 20:28:46
AAPL,742.50,946.13,86794f85-0c4b-1bdb-a61c-f19800f1f759,F005,09/24/2022 03:01:56
FB,989.82,975.93,c99ab336-5818-ba81-2601-fe35650b5603,F005,05/20/2023 18:27:40
FB,281.89,243.94,de25d306-6402-9676-9465-f85219939d58,F003,02/27/2022 15:41:22
GOOGL,988.00,128.41,36951b84-5635-9cf8-8874-52e3cc24a9a5,F003,08/04/2023 16:14:30
AMZN,890.99,754.55,3a8a5b0b-c45f-de5f-1fe9-106fbf9426c6,F003,09/28/2020 22:14:29
GOOGL,352.19,162.25,48c513e0-e2b1-d9dd-cd04-cd3e20c621d3,F004,03/18/2023 13:59:07
AMZN,39.84,965.29,c95f91d1-6eaf-35a4-9f06-0f5a6f5cfad1,F002,06/29/2022 04:49:32
AMZN,72.86,895.81,5e5c98f4-8231-5c89-49e4-9811dd157eeb,F001,01/20/2022 15:58:38
AMZN,549.90,142.76,57c628ff-3ce8-a13b-38f4-e50ceaee1404,F004,06/28/2023 03:33:17
AAPL,544.54,434.69,82633e32-46f0-4a58-5c05-c48b3f229170,F003,08/28/2022 15:09:38
MSFT,235.46,416.99,0b711dfb-954a-dfd4-9336-8f248a85e099,F002,12/30/2021 19:29:02
AMZN,968.94,803.42,fd0e8958-a704-976d-9c50-38f19e6f6704,F001,07/31/2023 09:55:09
AMZN,347.91,140.00,e8187704-c028-b65b-fe93-4f4ef8d67736,F005,03/27/2022 09:14:50
FB,359.04,198.47,5b4ecdd9-f461-a54c-1cc9-f5e8d98176ce,F002,09/15/2020 02:14:25
FB,775.25,308.36,d7ce6a5c-faeb-5cb4-7a3b-8f25c8c91bb6,F001,02/09/2021 06:08:20
MSFT,406.56,391.71,52467710-c3b0-4fae-5707-5f5e424f4482,F002,11/29/2020 15:17:53
FB,877.43,766.19,ffff64a9-3792-95d4-c7aa-ebaba4f0a87c,F001,05/23/2021 20:18:40
MSFT,269.02,836.36,5de5c333-8dc4-98c2-3f3b-81e1295b1a64,F002,07/10/2021 07:16:47
FB,870.82,481.97,24a542f1-8ff4-2cea-69b6-8b4a61e59188,F002,03/18/2022 10:02:04
FB,624.29,938.42,2937f07e-19d9-247e-803f-924a4c7a2855,F005,10/23/2020 06:37:14
AMZN,190.68,142.18,32c35662-043e-cbdf-6377-a72a469d7ef5,F002,09/18/2021 07:05:57
MSFT,959.12,905.64,b0b703d1-430b-41c6-9df3-aaf9ebfde71a,F003,01/17/2021 15:27:41
MSFT,73.35,701.97,e7818e01-7278-cdb1-49e9-70daf7b504f4,F004,02/10/2023 17:59:56
GOOGL,321.94,322.66,e2e028fd-444a-9248-1db0-31163d4c5173,F001,10/21/2021 10:05:41
FB,361.03,179.36,e747f744-e3b9-2ddf-5490-efe1e854791f,F002,06/28/2021 05:02:01
AAPL,285.56,504.42,4b142738-cd4d-e2bf-0919-b2df71bf3936,F004,12/21/2021 05:25:57
AMZN,437.07,688.05,0b049cc1-98f8-d4b8-0571-8fabfaa613db,F001,12/30/2022 13:07:54
GOOGL,87.89,984.11,e9e28097-5b67-adaa-5f20-30d3820c979b,F003,06/06/2023 21:27:59
FB,661.58,754.31,d7ec4c8c-a5fe-70ed-c721-5ebd6772e6a6,F002,03/01/2022 17:21:12
AMZN,779.69,894.50,0b10103c-6d6a-86a6-1aa1-703dce9d6460,F005,04/20/2022 21:06:03
AMZN,368.17,495.23,bf06263a-b6e7-6a76-c49b-5ffea513371f,F004,12/06/2021 06:46:45
AMZN,569.15,220.33,b8ae2faa-8289-184a-def5-c6e6f3c3d58f,F002,11/28/2021 05:22:47
FB,368.99,52.09,f5f3c0b0-556f-6f69-2c2b-9cd2a67f0c75,F001,02/26/2022 12:16:45
AAPL,934.66,192.15,327e28ab-090a-bbab-2f16-304b34a36265,F003,10/09/2020 04:39:48
MSFT,82.43,903.49,c2fd0205-d0a8-459c-fe45-ff6911e35bc9,F003,09/09/2022 18:47:11
GOOGL,123.60,488.76,ecf3c537-693b-f360-df63-cb048104476d,F003,01/25/2022 22:31:18
AAPL,673.27,123.19,b33dd678-67e1-bdd7-9f7b-770299b70274,F003,09/02/2022 08:48:05
AAPL,512.07,469.71,ecdbe36f-6a08-48de-45e9-849b5396567a,F005,05/02/2022 20:45:49
MSFT,672.79,210.17,373b3143-e7b2-cc67-3ac5-183bf02e9bd3,F003,02/08/2021 13:21:08
AAPL,102.56,795.67,5428f74b-f4da-51dc-7b9b-b38233ab54f4,F002,10/16/2021 21:59:47
FB,166.07,669.76,b59dde2a-b7ab-019f-35c0-be372d877a83,F004,08/01/2021 00:59:04
AAPL,0.16,392.48,bc225546-4fe2-457e-3bbc-7fbec89ee83e,F005,12/20/2022 21:41:06
MSFT,43.18,632.35,c067bc54-5e0a-7012-2c1a-82e791c6a7a7,F004,01/02/2021 14:38:00
MSFT,145.86,777.36,304c3ec7-bb71-4491-d5ef-c267b86fbbdb,F003,04/28/2021 19:08:42
GOOGL,277.84,685.13,1243ce45-7e01-5fad-69ae-311492e9505e,F002,07/02/2021 09:57:40
AAPL,930.83,820.62,417072ad-1a75-f415-d2a1-446fd0975474,F002,05/17/2023 03:42:27
FB,170.30,687.26,48f2dc67-06ba-cf31-9b2a-279e8d954f56,F004,09/27/2021 03:49:03
MSFT,315.32,574.64,c7a507f2-be8f-b698-3c0a-25202c4e4c93,F001,01/08/2022 06:12:54
FB,398.06,361.29,d83c3275-fa9e-2d3d-d397-f6b7e80f4b26,F004,05/21/2021 09:10:48
GOOGL,76.20,791.23,57c79e68-4e2a-011c-381c-edc216a4e7ad,F001,05/20/2021 00:47:38
GOOGL,809.60,46.21,ccfe8949-0345-c799-91de-21eb2cd2694d,F001,02/18/2023 16:52:18
MSFT,376.59,998.40,423e7da2-b255-9cb2-7427-2c977c017b28,F003,12/29/2020 00:34:27
FB,550.45,669.37,7c4b7af7-2539-91d5-66ba-4081bba6a50b,F005,06/08/2023 03:49:18
FB,642.63,332.40,ef1a02dc-dad1-fa4d-707f-f9e594abbc07,F004,12/14/2021 15:14:52
AAPL,768.45,450.44,9c2c282f-6efe-c9d0-47c4-a04579a98e12,F005,03/11/2022 17:54:23
MSFT,82.18,47.53,d669e594-f289-0d47-f3a6-68aa42563b12,F002,02/10/2021 01:16:41
MSFT,85.21,154.49,a8931484-0a6b-e32c-38f6-cb7dca8d271f,F001,05/16/2022 03:26:24
GOOGL,79.18,635.27,5fdba0fc-e09f-c114-7ea9-8674036a81b3,F001,09/22/2022 22:16:54
MSFT,940.20,940.06,b47d3482-944b-3436-0880-63a56374827e,F001,07/25/2023 23:01:51
MSFT,40.96,161.63,1617274e-a402-9ede-9a0a-2730c9b28d94,F004,04/14/2022 23:36:51
AMZN,4.67,861.19,c0aba0b2-14af-89c2-476b-21ffe657b11c,F003,12/13/2022 11:50:08
MSFT,739.45,536.42,f2fd1092-f9da-9e83-d707-c5afda5ae59e,F002,09/09/2022 10:02:37
FB,845.18,333.04,70251208-c9d2-3eb9-8c82-fc00e3f4cd0e,F004,01/24/2022 16:04:41
MSFT,158.27,726.32,935bfc7d-4e31-c578-9265-0a11b22a4478,F004,12/08/2021 19:27:45
AMZN,418.32,765.17,7bfa4b9b-9898-00ea-39a5-dd1c5f9100fa,F004,08/18/2021 21:49:42
MSFT,76.43,799.68,2032fb54-48db-b42f-1c5d-e630c1dd9cd6,F004,09/01/2021 21:40:25
AMZN,27.16,114.98,14d30681-a29d-262d-7fbb-8cc58af53fda,F005,12/02/2022 00:28:35
GOOGL,832.76,824.77,a9374575-69b2-cdf9-c578-5ce61ccd546b,F005,05/30/2023 03:19:05
FB,254.08,83.67,21444371-a208-a9e2-ca41-b730b8aceecc,F003,12/14/2021 08:36:20
FB,285.01,605.25,dfb61d1f-6718-ad27-d845-45af379ebe35,F005,06/26/2022 04:35:36
FB,473.81,575.62,07c7611c-844f-9f65-b6d1-475569db9512,F002,07/30/2022 08:09:16
MSFT,218.02,92.73,4098bb9c-1169-803e-f53c-8c722ee64366,F001,08/12/2022 01:56:44
FB,782.41,752.15,68ff773b-4ca7-26f9-7557-7d243ae4acb2,F003,11/06/2020 23:15:56
GOOGL,361.20,427.55,17001183-6219-c852-b00b-e7aac87ebff5,F004,02/08/2022 01:41:54
GOOGL,441.11,15.86,a6181d7d-1a96-9370-cd63-a1d918d474cb,F001,11/11/2021 04:10:10
GOOGL,583.96,324.01,d952962a-83c4-270b-cc0e-fee41a3da82a,F004,08/22/2022 02:33:37
MSFT,356.77,801.84,b6cbe686-26b5-f472-86e9-7d24d6766704,F002,06/26/2021 10:24:42
AAPL,982.40,746.88,7edee4ef-d2b9-3f4f-c12d-8f712052ce60,F002,10/07/2020 20:02:45
FB,901.94,576.10,6ee2b688-dbdc-c6b1-55b0-e99d58606451,F001,12/31/2021 19:15:48
AMZN,564.85,916.28,50bea59f-a55c-acfb-112d-d083780aa7ff,F001,11/24/2022 11:20:51
MSFT,28.06,932.99,d3af6b68-9bbb-cd3e-516a-f04e4ec2ce2e,F002,02/20/2022 12:59:38
GOOGL,332.12,608.69,ec4d86e7-3d04-9dc2-b1cf-a8fd6efa9261,F003,02/23/2022 12:58:05
AAPL,119.05,322.92,948adb9d-1a84-e275-06f6-392407012d44,F005,08/05/2022 10:41:56
MSFT,438.01,925.49,b992ccd3-e1cd-f40c-9e2b-d1f019425bb6,F004,03/29/2021 01:33:16
MSFT,709.84,907.78,dc8eeb6c-191b-e755-a6b9-9a95b496e99d,F005,08/23/2023 13:52:00
GOOGL,747.21,142.59,ea22d17f-8da7-d096-4ee5-8bc994cd74fb,F001,09/30/2021 16:31:39
GOOGL,883.08,877.55,c077fe38-522d-5553-c5f0-8bedff3056fe,F004,09/24/2022 16:55:02
AMZN,366.01,619.00,1fecd2e3-c4bb-b47b-2830-a9ff394b8e56,F004,05/22/2021 22:55:45
GOOGL,199.56,560.19,4769966d-62b2-88fc-3092-1d7d8eb2ec76,F003,05/20/2022 23:27:01
AMZN,718.07,591.98,a6f8f366-3a8c-eacc-1de6-719eac1b5ec0,F004,12/11/2022 21:53:03
MSFT,835.59,992.40,297b55c7-7796-66bc-56eb-ee4753bd04b5,F004,08/18/2021 10:17:37
GOOGL,189.30,174.64,a840f663-41f3-9dab-182f-f4e3cd697648,F002,12/02/2020 09:10:22
FB,660.88,24.37,5963e893-143e-f4d7-41e3-880feed12c07,F003,10/11/2022 20:01:52
AAPL,780.05,586.68,e803917d-58e9-9b9b-4fb5-7415fc91ce39,F001,06/13/2023 15:59:53
AMZN,644.87,890.54,1f002532-a148-f3c1-991d-99ff703b59e8,F001,08/23/2023 09:14:23
MSFT,659.63,209.75,d5471963-8e20-4733-2031-501b240f2383,F004,02/16/2021 18:33:18
AMZN,440.06,580.58,a22f6814-f6d6-d24b-a8e4-6d88425bbb45,F005,09/07/2023 02:16:32
AAPL,453.42,308.88,bf299566-0a99-3ade-365f-6f91c47cad90,F004,10/29/2021 00:25:06
MSFT,189.67,978.95,b71b1eef-7af6-6b65-144a-532a58e2099e,F005,06/12/2022 17:00:06
MSFT,126.84,417.43,52b6a87b-db11-ce4a-3d13-7305e88750b5,F001,02/09/2023 18:37:07
FB,749.15,666.90,87e2d712-1014-cd1c-cad4-ebf52544cf0e,F001,12/20/2022 19:46:16
GOOGL,325.67,764.32,971ae033-f3a7-1ec4-4c61-6b771936b4f4,F005,09/28/2021 23:58:20
GOOGL,595.68,293.17,7ec1cac8-cc94-b7c9-1e6d-31bc9daba3ad,F002,07/24/2023 22:35:44
MSFT,248.61,750.97,190db5fb-d272-825b-eb97-b0324543b4cf,F002,10/09/2021 06:37:43
GOOGL,204.46,494.08,a07e995a-2e39-4164-ddbf-2218302cbc50,F005,03/21/2022 23:22:46
GOOGL,327.14,829.03,82f834e7-1e54-61fa-7754-a397c3b1ce0d,F003,05/30/2023 14:07:17
GOOGL,983.52,910.41,2a8a2ea3-3d57-d8e1-12b0-1f3a507c9ed1,F003,12/25/2021 22:49:01
AAPL,529.37,942.89,74ae4153-cf1b-0195-f212-0891727962d2,F005,11/28/2021 01:16:34
AMZN,680.33,91.85,875df2f9-e091-7656-feb2-8dd364e90728,F005,07/06/2023 21:56:23
MSFT,201.23,987.06,38c34946-ee1e-ffaf-229b-d5f531dd25c3,F001,07/26/2022 03:58:46
AAPL,976.61,620.76,277126c1-5b07-5e9c-7a00-62df52dbfd59,F004,07/28/2021 18:48:37
GOOGL,754.44,518.44,2641cf7e-f878-4949-211f-c6282566ef24,F004,01/09/2023 18:39:31
FB,117.53,946.54,46645f99-9c59-94b0-21ca-df7f24169887,F005,11/19/2021 17:27:13
GOOGL,563.33,656.36,e0ec3958-c118-8d2f-8958-797d54c38251,F003,10/03/2021 05:11:33
FB,304.02,394.35,43089bee-e3b3-683b-5399-e6c203211aec,F001,01/26/2023 08:21:43
GOOGL,69.47,635.70,e0aca2fc-1970-6247-a9ea-fee21d682037,F002,07/09/2022 18:02:46
GOOGL,744.05,867.30,0c2f2f87-a352-a94d-b2ee-40e36e397ab6,F001,07/18/2021 09:28:42
AAPL,384.21,936.37,0b33210b-7777-a448-56fd-c1bae8ead2b3,F001,01/10/2021 16:38:33
AAPL,467.48,910.52,20d5db45-b533-e6ae-91fd-22f57845c59b,F002,05/12/2022 13:54:07
AAPL,736.86,644.35,c3b4867b-3480-64f5-6c58-2868ae72c330,F005,05/29/2022 00:00:41
MSFT,972.97,422.32,bbb90693-b32e-cafd-2c46-78255504bee4,F002,12/27/2022 20:34:28
MSFT,715.27,566.47,dd98ae01-6c0f-48cb-afb7-297ec36cd89d,F001,06/07/2021 08:59:48
AMZN,460.94,453.58,182f9f56-622c-4bdd-3388-1aab008e1533,F005,10/08/2022 03:56:54
MSFT,828.94,402.62,cd7db91c-fc0b-71cd-b05f-4bce496162df,F001,04/09/2023 09:46:40
FB,376.36,566.22,4ae44912-74f4-48c6-f497-b00c41f7d8a9,F004,10/28/2020 05:20:16
AAPL,724.42,369.40,a34b4a7b-d05c-d6ae-ff19-f90c6d8d8478,F002,11/09/2020 04:02:10
AAPL,744.05,25.71,9df67aed-b29c-5068-13b3-0b19937ca2f3,F003,08/23/2021 02:44:49
MSFT,965.26,243.80,d8c40ae1-fe04-ca10-563e-fd24376247cc,F005,03/22/2021 18:23:47
AMZN,55.05,986.70,e2e10931-5d29-4c5c-6961-1a4e41a896ac,F004,08/22/2021 05:41:26
AAPL,597.86,783.41,523cad09-d8a8-7043-87dc-f568d76a6e90,F001,05/07/2023 20:51:16
FB,945.53,550.95,e05f1bb9-d364-32cb-7753-95f272a9ac12,F002,07/18/2023 18:12:51
AAPL,197.59,532.95,03621e49-272e-1a89-4cb7-254c9b119975,F005,02/22/2022 12:11:16
FB,643.61,671.33,341a29c5-29e5-91d8-ee38-3353a79981d9,F004,10/17/2020 16:18:11
FB,419.36,931.89,f8824791-1cfc-c273-2a59-3a42b6ffc15d,F004,03/27/2022 21:16:41
FB,432.29,11.86,12bacb8d-d5d9-bca8-c3c1-8bccbe6a9156,F003,11/09/2020 09:26:29
FB,160.13,630.56,9e554451-970e-1bd9-716d-88c0b0823e8c,F002,05/08/2022 08:45:56
AAPL,985.71,800.90,853fce9d-7a10-f9c1-ca16-536fad15217b,F003,03/14/2023 20:16:50
AAPL,170.46,313.57,5b2c500c-2817-9b65-5fd9-6ccc0fa56f88,F002,02/05/2022 08:40:04
FB,541.66,329.14,5ba4c85a-32da-f0a9-9394-a4a5f600ea4f,F004,11/22/2021 06:59:12
GOOGL,565.34,296.72,41c367d4-faaa-201b-8d8e-816382b741d0,F004,04/11/2023 09:50:06
GOOGL,914.17,468.31,ba9d8d2b-5c02-8268-6dbc-dac823d69b5b,F004,10/31/2021 00:01:20
AAPL,378.41,650.78,75e5ec91-fef0-9471-16f7-b35aab410760,F001,02/12/2021 08:18:56
AMZN,699.93,758.90,a66e8bf8-6e48-d98a-e6f8-a42066e105b3,F004,03/19/2022 07:30:28
AAPL,291.03,94.32,28ab0448-132a-e386-893d-fdc8c535723a,F001,12/13/2021 09:09:54
AAPL,848.57,822.21,b140d423-83b0-e339-02af-d77ee89920d8,F004,07/09/2023 09:51:29
AMZN,722.02,761.09,49a3a8f8-33b2-87b1-e79e-cbdedc46dde5,F002,03/21/2022 04:15:09
MSFT,298.17,431.87,08586757-af2b-134a-f70c-ec97e4aed4e9,F005,06/16/2023 04:53:29
AAPL,965.41,771.98,d279cce0-94d1-56d1-37d4-1e621f098882,F005,04/25/2022 19:24:47
FB,688.93,723.85,d79e81f6-68ce-7ee1-f3c7-aec7d2b5d24b,F001,06/04/2023 07:29:22
GOOGL,228.80,628.10,54ff498b-41ae-d6a8-7802-99c3657a37db,F003,07/02/2021 01:58:01
GOOGL,955.72,496.20,e612cb48-3f23-01bc-d968-adab8bb0906e,F003,03/03/2023 17:00:24
AAPL,46.63,6.82,69587a2c-d9f0-4848-be13-aed15985aece,F005,10/19/2021 23:49:39
GOOGL,615.33,271.52,bb92bb8f-7dbd-a73c-dd84-0ae6d035e9b3,F004,10/13/2022 03:09:12
AMZN,961.89,201.75,db978f54-60a6-ed80-5b1f-5938c22a4621,F005,04/02/2022 19:34:42
FB,115.86,790.15,55f544eb-8f8d-0053-e1d1-e17c54e38874,F002,12/29/2022 03:20:53
FB,942.80,692.43,3b9561b3-bcaa-7fe4-86c8-a430f49946ee,F003,08/05/2022 15:53:09
AAPL,198.77,222.06,a3dc4f4d-cd0f-d744-7926-6a7e54abbac5,F003,10/14/2020 02:35:42
GOOGL,795.25,756.29,a5a37dd0-0317-8157-7072-99bfabff5efc,F005,10/24/2022 21:30:57
MSFT,854.46,721.76,9b339c76-65c3-b1b0-c04a-3872da7f3723,F002,11/04/2021 04:47:25
FB,495.88,378.55,a9e2a837-3cac-7894-36c4-6ffa49692fbc,F001,06/15/2021 02:36:22
AAPL,92.17,547.68,2688ffbb-db1e-b63a-4b44-f9029658e121,F003,04/12/2021 04:12:38
AMZN,463.04,798.77,cc76cd03-cb8e-44c8-203f-b5642a583eb9,F002,11/07/2022 02:12:17
FB,461.19,9.69,612b8d8e-7c78-d8ea-fc18-b225664685d4,F004,11/28/2021 15:14:24
AAPL,816.85,120.88,ea05132a-3ae6-1b2d-16ad-755018322a5d,F002,05/17/2021 17:33:52
GOOGL,73.57,87.04,34596081-baad-65c6-9337-2e164f6f91b9,F003,02/15/2023 10:57:38
FB,577.85,963.55,ff2be70a-b7bb-25c4-af32-a5219615bc84,F001,05/22/2022 07:27:32
FB,610.81,545.97,34ba7498-340e-635a-ae8f-118c846cddc2,F003,07/17/2022 22:20:10
FB,586.23,588.45,b7a6183e-be30-53e8-6330-e12b2da4f71b,F002,01/22/2023 02:32:36
AAPL,970.02,578.93,bc925cdf-4f90-c8c7-27b8-4ece0ac635f7,F002,05/02/2021 19:38:37
AAPL,494.28,455.06,7522fe5f-7016-40af-05c0-e970df2aa2fa,F005,08/21/2023 23:36:52
AAPL,738.35,941.79,ffd4200c-5aa2-508b-8973-9e9f1bc33b44,F004,11/15/2020 08:28:04
MSFT,819.88,104.80,e77b9975-f83f-fc9c-d4e8-222d3ded9fdd,F003,02/17/2023 12:40:52
AAPL,181.72,322.40,84fec8dc-d0e0-65ac-3882-4d1467aebeab,F005,12/24/2020 16:15:32
AMZN,520.14,524.82,304bc0ca-00c5-c463-3637-23cfe43e6a2b,F004,09/16/2021 08:37:47
AAPL,381.10,276.82,fca05376-ee20-feb7-5201-d3e3aa893b7d,F004,11/08/2022 22:14:05
FB,225.01,956.53,f2d8d8df-ea11-f526-5a2c-5960cbeb0958,F001,08/25/2023 21:47:21
GOOGL,310.19,238.36,7321521c-f035-7c02-32e8-b50a739b13d4,F002,04/09/2021 07:43:24
AMZN,778.69,818.86,d896201d-80fe-6762-8972-5f8cd688799b,F004,07/06/2023 12:37:24
AAPL,767.38,642.27,fcd1e167-5c7b-1384-2a89-f1bf7cf0a746,F005,10/17/2020 12:28:50
AMZN,713.73,152.52,3b7af5a5-a409-40b9-617f-a846518c0eed,F004,06/27/2022 09:40:57
GOOGL,434.86,981.00,c9d1a512-246e-de8f-ec4d-fa6cbd1e3ab4,F004,07/09/2023 15:46:46
MSFT,4.22,850.79,8cfbbfab-9692-dfc1-a981-ac5dd3b4680b,F004,05/17/2023 02:41:30
FB,911.65,544.49,ab11e21c-8f38-21b1-16fd-145797b717a4,F005,08/16/2022 13:01:01
AAPL,195.01,827.54,6827260d-b31d-a0cd-4833-7f607893ef04,F002,03/16/2023 13:13:37
MSFT,343.95,583.45,b6512780-f123-6b5f-4b35-793964dc60c5,F002,07/25/2023 17:34:55
MSFT,759.06,643.65,39afd6c3-d6b8-eeca-1401-417880499b8c,F002,02/22/2021 13:28:03
AAPL,187.37,795.48,b81ce28c-af3b-811b-7379-600cb31cd0b8,F003,08/01/2023 00:54:39
AAPL,775.98,490.73,e1acccfb-1eec-079d-8336-0d794372971e,F004,09/16/2022 11:15:17
AAPL,548.41,26.58,9ec98dff-1649-f566-45cf-cac83173f679,F002,07/26/2023 20:57:35
FB,624.83,694.97,b7330936-fb27-da2f-bba5-506520eaab20,F003,08/05/2021 06:27:00
FB,645.95,825.03,f93a81c4-4cb6-af8e-2c7b-1729b4221d37,F001,07/31/2022 20:49:34
FB,763.35,239.53,b6c58458-0712-0a9f-87c8-272395c291bd,F003,10/13/2020 15:55:05
MSFT,970.99,410.78,a3cf649b-1e8a-92f9-417a-30facf1767a7,F005,01/05/2021 08:32:56
MSFT,340.19,990.06,aab88d8a-9ddb-7b59-1b42-47e1b840b11f,F002,08/21/2022 22:07:08
AAPL,698.79,785.67,8e50901a-6d8c-de0b-5307-c2026c487417,F003,12/16/2020 11:42:01
FB,238.80,983.71,9fc2ef85-1089-dfc9-1c15-9007f9f0ce59,F001,04/06/2023 12:49:26
AMZN,720.46,213.57,1e7f552f-8695-5fbb-e932-7b984d3a0e10,F001,11/15/2022 18:02:44
FB,715.31,789.53,909d7e7e-8cc7-1c3c-6a20-8390bcaa9946,F004,10/05/2020 03:57:50
GOOGL,155.28,127.57,5048a389-21f7-221e-444d-4ac43965b83d,F004,06/02/2021 20:48:18
GOOGL,651.58,205.26,53b919ed-7678-d606-67bd-b3c5165778b8,F005,12/18/2022 15:59:16
MSFT,676.63,704.74,e5a1d07f-16dc-644f-5d85-42883ac8745b,F002,05/16/2023 16:10:19
AMZN,969.27,442.29,1331fe0a-b1c9-feb2-18c8-0d1279ec544e,F003,01/27/2021 23:33:55
AAPL,140.91,208.56,f9b2f64d-43e7-13e8-2670-84996c7e589f,F005,08/16/2022 21:45:03
MSFT,367.15,30.13,16566e00-c138-b1f6-686f-a1e0f7e8d4cf,F005,07/09/2021 05:32:22
GOOGL,147.84,880.92,1291036a-a022-87c4-306c-b31718fd0577,F005,05/16/2022 08:20:00
AAPL,670.42,495.80,8f810b3b-194d-286f-3a0b-caecedd5d457,F002,02/17/2022 22:22:17
GOOGL,617.50,328.44,f0d7ed29-acc9-9691-cfbc-99d918d27986,F001,09/10/2022 12:38:14
MSFT,266.69,22.78,230eba1c-61cd-9f65-f7d4-30c61d262f2c,F001,03/30/2021 20:20:43
AAPL,906.14,289.21,8925c668-5da8-7c78-cad5-03123acf98ef,F003,05/12/2023 12:31:37
AAPL,23.09,650.36,7ddf2bec-72af-5f62-5feb-46d5e52365b8,F003,10/24/2021 14:09:21
MSFT,792.03,670.24,c758f191-51af-cc71-6092-75ec2ff8d694,F004,11/20/2022 08:56:37
GOOGL,661.08,780.51,eb4992e6-3769-0d3b-a46a-1c6f4954eea9,F002,10/07/2022 08:51:22
FB,215.64,759.79,81f90949-2920-9477-983f-26bc97102f6e,F001,03/20/2023 13:05:18
MSFT,869.98,732.08,b349d642-6ec2-3641-5d63-4f0f93dbd66b,F005,08/30/2022 06:28:32
FB,904.06,24.83,c72dd029-04e2-d6d1-3230-6d8ce95d185a,F002,06/12/2023 04:58:30
AAPL,192.21,551.64,47a6bfb1-9dd1-1a66-dcbc-061e45068da9,F004,09/06/2022 04:13:59
FB,747.55,294.36,ff0807a0-99dd-c110-cabb-f834baec6ad5,F003,10/19/2020 04:44:37
AAPL,902.03,931.21,843e5d4d-69ee-2451-1986-5c0c206698d0,F005,12/11/2022 18:58:09
GOOGL,5.87,473.25,3b127e6a-6531-71d0-0d0b-bf3e65c7c7f4,F002,03/28/2021 19:57:26
AAPL,356.42,179.43,5745c4e4-b666-22d6-c8ca-6137c0351a66,F002,09/15/2021 23:31:05
AMZN,96.23,161.73,8d4da520-288e-42a9-82bd-79808871fb34,F001,12/23/2021 17:36:37
AMZN,844.86,788.14,e06ba94f-09ed-061a-92fe-45bf89564f11,F001,07/19/2022 04:00:10
AMZN,801.49,344.66,908aaaa2-2904-52e3-2b92-b261bbf82385,F004,07/01/2023 15:45:35
AMZN,422.58,464.67,e2d33d51-301d-b57d-b609-264533a35fed,F004,07/08/2021 03:39:59
GOOGL,79.29,338.83,9e79e8f3-851f-c6fc-0c05-6b86c25e0c9f,F004,04/23/2023 12:54:35
GOOGL,853.74,883.78,01478a13-e5c7-80e7-44b5-17135a05bbba,F005,01/19/2023 13:47:15
GOOGL,791.30,897.20,5880bb34-44d5-9b6b-d805-039afb356757,F001,06/26/2021 18:46:34
AAPL,891.60,260.89,1963e028-f34b-e053-aaaa-247f94f58964,F005,03/05/2022 03:45:41
FB,187.61,111.83,c79796ee-0f49-d7fe-0247-15d0636fde3c,F002,04/18/2022 01:43:00
GOOGL,831.63,630.98,95ff444e-5665-6271-f5f5-a5872f4460d8,F002,01/04/2023 13:40:31
AAPL,942.92,484.37,d1fdddad-d9ab-cc78-6375-cdc1f888102a,F004,02/27/2023 11:35:28
GOOGL,49.88,519.43,bc5d1e43-85ea-3708-ca60-5eee895b2b2d,F005,11/02/2020 02:10:37
FB,957.82,296.93,e9c9406b-c8cd-6fd8-c1db-1bc12760251a,F002,10/24/2020 15:23:22
AMZN,135.37,40.29,9fc17342-db13-29d0-b7e1-7d5fd7c1c3e4,F004,12/22/2021 02:00:24
FB,306.30,975.99,3eb0082c-024e-2835-d239-d1c182b6ac2e,F003,06/13/2021 21:56:42
MSFT,620.83,678.78,8d6ebaa8-d5fe-6dca-55ce-898dd19416fe,F004,01/06/2022 07:58:20
AMZN,473.19,21.26,91407db7-a6d9-6ec9-ddc5-c54db2515f44,F005,02/15/2022 11:11:09
FB,11.36,16.47,c0d82961-7b8e-18ab-5147-cd9ec042df78,F001,12/30/2022 21:24:11
FB,857.81,802.97,9d178043-1585-bf22-1827-41d28cb077d6,F003,09/29/2020 05:33:40
MSFT,649.65,500.38,0207dedc-8b00-b69d-339a-c5e98a7a44ef,F004,11/10/2022 02:27:15
MSFT,966.63,989.99,22d76ba8-7bb1-2bb3-f17d-9ec75c1f0a01,F004,07/15/2023 07:25:08
AAPL,871.33,27.57,102caa7f-5e43-2c55-95da-37dd7d3ee850,F003,06/17/2023 05:04:52
FB,641.06,12.65,4b34946a-d1cc-7815-f5c6-255ac443d899,F001,05/11/2023 07:34:35
AMZN,797.90,285.52,b7856b43-6a15-8189-a94a-0221e25e586c,F005,01/09/2021 06:01:30
AMZN,552.85,241.11,c0755b42-24f9-45a1-eefe-b0aafd14efda,F004,09/30/2021 02:49:55
